S/NO.,TIME,STATION,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT
4001,25/6/22 15:14,Exit      ,C13475037763,1.11E+15,,Hourly         ,$3.72 
4002,25/6/22 15:19,Entry     ,C13474184579,0,,Hourly         ,$0.00 
4003,25/6/22 15:21,Entry     ,C13473302473,0,,Hourly         ,$0.00 
4004,25/6/22 15:25,Exit      ,C13472921710,1.11E+15,,Hourly         ,$1.88 
4005,25/6/22 15:25,Entry     ,C13472765249,0,,Hourly         ,$0.00 
4006,25/6/22 15:27,Exit      ,C13473712530,1.11E+15,,Hourly         ,$1.96 
4007,25/6/22 15:28,Exit      ,C13472610512,1.11E+15,,Hourly         ,$2.04 
4008,25/6/22 15:31,Entry     ,C13473197343,0,,Season         ,$0.00 
4009,25/6/22 15:43,Exit      ,C13473302473,1.11E+15,,Hourly         ,$0.92 
4010,25/6/22 15:48,Exit      ,C13566010806,1.11E+15,,Hourly         ,$1.68 
4011,25/6/22 15:54,Entry     ,C13566568386,0,,Hourly         ,$0.00 
4012,25/6/22 16:17,Exit      ,C13474548513,1.11E+15,,Hourly         ,$4.20 
4013,25/6/22 16:18,Exit      ,C13472666573,1.11E+15,,Hourly         ,$2.80 
4014,25/6/22 16:32,Exit      ,C13474184579,1.11E+15,,Hourly         ,$2.96 
4015,25/6/22 16:45,Exit      ,C13470544860,1.11E+15,,Hourly         ,$5.48 
4016,25/6/22 16:45,Entry     ,C13566305679,0,,Hourly         ,$0.00 
4017,25/6/22 16:46,Entry     ,C13471735170,0,,Hourly         ,$0.00 
4018,25/6/22 16:50,Exit      ,C13473197343,0,,Season         ,$0.00 
4019,25/6/22 17:06,Exit      ,C13472765249,1.11E+15,,Hourly         ,$4.04 
4020,25/6/22 17:08,Exit      ,C13566568386,1.11E+15,,Hourly         ,$2.96 
4021,25/6/22 17:11,Exit      ,C13474752337,0,,Season         ,$0.00 
4022,25/6/22 17:21,Exit      ,C13471772354,1.11E+15,,Hourly         ,$6.56 
4023,25/6/22 17:24,Entry     ,C13471589640,0,,Hourly         ,$0.00 
4024,25/6/22 17:24,Entry     ,C13473668403,0,,Hourly         ,$0.00 
4025,25/6/22 17:25,Entry     ,C13470641551,0,,Hourly         ,$0.00 
4026,25/6/22 17:25,Entry     ,C13474902685,0,,Hourly         ,$0.00 
4027,25/6/22 17:38,Entry     ,C13060109358,0,,Hourly         ,$0.00 
4028,25/6/22 17:39,Entry     ,C13469127873,0,,Hourly         ,$0.00 
4029,25/6/22 17:39,Exit      ,C13060109358,0,,Hourly         ,$0.00 
4030,25/6/22 17:45,Exit      ,C13471735170,1.11E+15,,Hourly         ,$2.36 
4031,25/6/22 17:58,Exit      ,C13475189305,1.11E+15,,Hourly         ,$22.60 
4032,25/6/22 18:07,Exit      ,C13469127873,1.11E+15,,Hourly         ,$3.84 
4033,25/6/22 18:16,Entry     ,C13565788362,0,,Season         ,$0.00 
4034,25/6/22 18:22,Entry     ,C13472155863,0,,Hourly         ,$0.00 
4035,25/6/22 18:35,Entry     ,C13474616055,0,,Hourly         ,$0.00 
4036,25/6/22 18:49,Exit      ,C13566305679,1.11E+15,,Hourly         ,$6.00 
4037,25/6/22 18:53,Entry     ,C13565869733,0,,Hourly         ,$0.00 
4038,25/6/22 18:58,Exit      ,C13472155863,1.11E+15,,Hourly         ,$3.00 
4039,25/6/22 19:10,Exit      ,C13471589640,1.11E+15,,Hourly         ,$4.44 
4040,25/6/22 19:15,Exit      ,C13470641551,1.11E+15,,Hourly         ,$4.40 
4041,25/6/22 19:36,Entry     ,C13473590076,0,,Hourly         ,$0.00 
4042,25/6/22 19:37,Entry     ,C13470916408,0,,Hourly         ,$0.00 
4043,25/6/22 19:40,Entry     ,C13388296337,0,,Hourly         ,$0.00 
4044,25/6/22 19:51,Exit      ,C13565788362,0,,Season         ,$0.00 
4045,25/6/22 19:55,Entry     ,C13473281477,0,,Hourly         ,$0.00 
4046,25/6/22 19:58,Entry     ,C13470629746,0,,Hourly         ,$0.00 
4047,25/6/22 20:03,Entry     ,C13473402849,0,,Hourly         ,$0.00 
4048,25/6/22 20:07,Entry     ,C13473057909,0,,Hourly         ,$0.00 
4049,25/6/22 20:24,Exit      ,C13474616055,1.11E+15,,Hourly         ,$3.00 
4050,25/6/22 20:54,Exit      ,C13474902685,1.11E+15,,Hourly         ,$4.40 
4051,25/6/22 21:13,Entry     ,C13566269032,0,,Hourly         ,$0.00 
4052,25/6/22 21:48,Entry     ,C13565981015,0,,Hourly         ,$0.00 
4053,25/6/22 22:27,Exit      ,C13565981015,1.00E+15,,Hourly         ,$3.00 
4054,25/6/22 22:46,Exit      ,C13470916408,1.11E+15,,Hourly         ,$3.00 
4055,25/6/22 22:47,Exit      ,C13566269032,1.11E+15,,Hourly         ,$3.00 
4056,25/6/22 23:28,Entry     ,C13474800869,0,,Hourly         ,$0.00 
4057,25/6/22 23:33,Exit      ,C13474800869,0,,Hourly         ,$0.00 
4058,25/6/22 23:38,Entry     ,C13474800869,0,,Hourly         ,$0.00 
4059,25/6/22 23:47,Exit      ,C13474800869,0,,Hourly         ,$0.00 
4060,25/6/22 23:59,Exit      ,C13388296337,1.11E+15,,Hourly         ,$3.00 
4061,26/6/22 00:09,Exit      ,C13473057909,1.11E+15,,Hourly         ,$3.50 
4062,26/6/22 00:09,Exit      ,C13473590076,1.11E+15,,Hourly         ,$3.50 
4063,26/6/22 00:18,Exit      ,C13470629746,1.11E+15,,Hourly         ,$3.95 
4064,26/6/22 00:19,Exit      ,C13565869733,1.11E+15,,Hourly         ,$4.00 
4065,26/6/22 00:26,Exit      ,C13473281477,1.11E+15,,Hourly         ,$4.35 
4066,26/6/22 00:27,Exit      ,C13473402849,1.11E+15,,Hourly         ,$4.40 
4067,26/6/22 02:06,Exit      ,C13473668403,8.01E+15,,Hourly         ,$10.79 
4068,26/6/22 08:14,Entry     ,C13469650363,0,,Hourly         ,$0.00 
4069,26/6/22 08:15,Entry     ,C13474418804,0,,Hourly         ,$0.00 
4070,26/6/22 08:19,Entry     ,C13473840646,0,,Hourly         ,$0.00 
4071,26/6/22 08:21,Entry     ,C13471724785,0,,Season         ,$0.00 
4072,26/6/22 08:31,Entry     ,C13472413914,0,,Hourly         ,$0.00 
4073,26/6/22 08:34,Exit      ,C13469650363,1.11E+15,,Hourly         ,$0.84 
4074,26/6/22 08:43,Entry     ,C13470871329,0,,Hourly         ,$0.00 
4075,26/6/22 08:43,Entry     ,C13474641143,0,,Hourly         ,$0.00 
4076,26/6/22 08:49,Entry     ,C13566031341,0,,Hourly         ,$0.00 
4077,26/6/22 08:51,Entry     ,C13474368622,0,,Hourly         ,$0.00 
4078,26/6/22 08:55,Entry     ,C13374224873,0,,Hourly         ,$0.00 
4079,26/6/22 08:57,Entry     ,C13468954377,0,,Hourly         ,$0.00 
4080,26/6/22 09:00,Entry     ,C13471969504,0,,Hourly         ,$0.00 
4081,26/6/22 09:01,Entry     ,C13474385137,0,,Hourly         ,$0.00 
4082,26/6/22 09:01,Entry     ,C13566448998,0,,Hourly         ,$0.00 
4083,26/6/22 09:04,Entry     ,C13565690012,0,,Hourly         ,$0.00 
4084,26/6/22 09:07,Entry     ,C13373171934,0,,Hourly         ,$0.00 
4085,26/6/22 09:07,Entry     ,C13566255882,0,,Hourly         ,$0.00 
4086,26/6/22 09:09,Entry     ,C13388233983,0,,Hourly         ,$0.00 
4087,26/6/22 09:13,Entry     ,C13473096462,0,,Hourly         ,$0.00 
4088,26/6/22 09:16,Entry     ,C13473024679,0,,Hourly         ,$0.00 
4089,26/6/22 09:21,Entry     ,C13473720937,0,,Hourly         ,$0.00 
4090,26/6/22 09:22,Entry     ,C13472129645,0,,Hourly         ,$0.00 
4091,26/6/22 09:23,Entry     ,C13566237056,0,,Hourly         ,$0.00 
4092,26/6/22 09:27,Entry     ,C13474914985,0,,Hourly         ,$0.00 
4093,26/6/22 09:29,Entry     ,C13474800869,0,,Hourly         ,$0.00 
4094,26/6/22 09:31,Entry     ,C13473363986,0,,Hourly         ,$0.00 
4095,26/6/22 09:32,Entry     ,C13475323443,0,,Hourly         ,$0.00 
4096,26/6/22 09:33,Entry     ,C13474616055,0,,Hourly         ,$0.00 
4097,26/6/22 09:34,Exit      ,C13472413914,1.11E+15,,Hourly         ,$2.52 
4098,26/6/22 09:36,Exit      ,C13473840646,1.11E+15,,Hourly         ,$3.12 
4099,26/6/22 09:37,Exit      ,C13474418804,1.11E+15,,Hourly         ,$3.32 
4100,26/6/22 09:40,Entry     ,C13473729500,0,,Hourly         ,$0.00 
4101,26/6/22 09:43,Entry     ,C13471655996,0,,Hourly         ,$0.00 
4102,26/6/22 09:50,Entry     ,C13473835316,0,,Hourly         ,$0.00 
4103,26/6/22 09:56,Entry     ,C13472935571,0,,Hourly         ,$0.00 
4104,26/6/22 09:57,Entry     ,C13471954374,0,,Hourly         ,$0.00 
4105,26/6/22 10:02,Entry     ,C13472146004,0,,Hourly         ,$0.00 
4106,26/6/22 10:11,Entry     ,C13473061993,0,,Hourly         ,$0.00 
4107,26/6/22 10:12,Entry     ,C13565803896,0,,Hourly         ,$0.00 
4108,26/6/22 10:12,Entry     ,C13375444745,0,,Hourly         ,$0.00 
4109,26/6/22 10:12,Exit      ,C13565803896,0,,Hourly         ,$0.00 
4110,26/6/22 10:14,Entry     ,C13565803896,0,,Hourly         ,$0.00 
4111,26/6/22 10:16,Entry     ,C13472395435,0,,Hourly         ,$0.00 
4112,26/6/22 10:18,Entry     ,C13471248744,0,,Hourly         ,$0.00 
4113,26/6/22 10:26,Entry     ,C13474716664,0,,Hourly         ,$0.00 
4114,26/6/22 10:29,Exit      ,C13472146004,1.11E+15,,Hourly         ,$1.08 
4115,26/6/22 10:31,Entry     ,C13475437161,0,,Hourly         ,$0.00 
4116,26/6/22 10:32,Entry     ,C13475443720,0,,Hourly         ,$0.00 
4117,26/6/22 10:32,Entry     ,C13474120668,0,,Hourly         ,$0.00 
4118,26/6/22 10:38,Entry     ,C13396316095,0,,Hourly         ,$0.00 
4119,26/6/22 10:40,Entry     ,C13475036476,0,,Hourly         ,$0.00 
4120,26/6/22 10:40,Entry     ,C13474835357,0,,Hourly         ,$0.00 
4121,26/6/22 10:41,Entry     ,C13474234962,0,,Hourly         ,$0.00 
4122,26/6/22 10:41,Exit      ,C13468954377,1.11E+15,,Hourly         ,$4.16 
4123,26/6/22 10:41,Entry     ,C13473733823,0,,Hourly         ,$0.00 
4124,26/6/22 10:43,Entry     ,C13472029358,0,,Hourly         ,$0.00 
4125,26/6/22 10:44,Entry     ,C13475497642,0,,Hourly         ,$0.00 
4126,26/6/22 10:44,Entry     ,C13471195990,0,,Hourly         ,$0.00 
4127,26/6/22 10:44,Entry     ,C13566292957,0,,Hourly         ,$0.00 
4128,26/6/22 10:45,Entry     ,C13472899071,0,,Hourly         ,$0.00 
4129,26/6/22 10:46,Exit      ,C13566255882,1.11E+15,,Hourly         ,$3.96 
4130,26/6/22 10:46,Entry     ,C13475118612,0,,Hourly         ,$0.00 
4131,26/6/22 10:49,Entry     ,C13472194712,0,,Hourly         ,$0.00 
4132,26/6/22 10:50,Entry     ,C13473571424,0,,Hourly         ,$0.00 
4133,26/6/22 10:53,Exit      ,C13474914985,1.11E+15,,Hourly         ,$3.48 
4134,26/6/22 10:55,Exit      ,C13470871329,1.11E+15,,Hourly         ,$5.28 
4135,26/6/22 10:55,Entry     ,C13566136117,0,,Hourly         ,$0.00 
4136,26/6/22 10:56,Entry     ,C13475414901,0,,Hourly         ,$0.00 
4137,26/6/22 10:58,Exit      ,C13474368622,1.11E+15,,Hourly         ,$5.08 
4138,26/6/22 11:01,Exit      ,C13388233983,1.11E+15,,Hourly         ,$4.52 
4139,26/6/22 11:03,Entry     ,C13472306541,0,,Hourly         ,$0.00 
4140,26/6/22 11:03,Exit      ,C13471248744,1.11E+15,,Hourly         ,$1.84 
4141,26/6/22 11:03,Entry     ,C13474993616,0,,Hourly         ,$0.00 
4142,26/6/22 11:05,Exit      ,C13472129645,1.11E+15,,Hourly         ,$4.12 
4143,26/6/22 11:05,Exit      ,C13374224873,1.11E+15,,Hourly         ,$5.24 
4144,26/6/22 11:08,Exit      ,C13566031341,1.11E+15,,Hourly         ,$5.56 
4145,26/6/22 11:08,Entry     ,C13475301176,0,,Hourly         ,$0.00 
4146,26/6/22 11:12,Exit      ,C13475443720,1.11E+15,,Hourly         ,$1.64 
4147,26/6/22 11:18,Exit      ,C13473729500,1.11E+15,,Hourly         ,$3.92 
4148,26/6/22 11:25,Exit      ,C13473363986,1.11E+15,,Hourly         ,$4.56 
4149,26/6/22 11:44,Exit      ,C13473024679,1.11E+15,,Hourly         ,$5.96 
4150,26/6/22 11:49,Exit      ,C13473061993,1.11E+15,,Hourly         ,$3.96 
4151,26/6/22 11:51,Exit      ,C13474234962,1.11E+15,,Hourly         ,$2.84 
4152,26/6/22 11:52,Exit      ,C13471655996,1.11E+15,,Hourly         ,$5.16 
4153,26/6/22 11:52,Entry     ,C13471290545,0,,Hourly         ,$0.00 
4154,26/6/22 11:55,Entry     ,C13466844306,0,,Hourly         ,$0.00 
4155,26/6/22 11:56,Exit      ,C13472395435,1.11E+15,,Hourly         ,$4.00 
4156,26/6/22 11:58,Entry     ,C13471485170,0,,Hourly         ,$0.00 
4157,26/6/22 12:00,Exit      ,C13471969504,1.11E+15,,Hourly         ,$7.24 
4158,26/6/22 12:07,Exit      ,C13473571424,1.11E+15,,Hourly         ,$3.12 
4159,26/6/22 12:10,Exit      ,C13474385137,1.11E+15,,Hourly         ,$7.60 
4160,26/6/22 12:11,Exit      ,C13475414901,1.00E+15,,Hourly         ,$3.04 
4161,26/6/22 12:16,Exit      ,C13475036476,1.11E+15,,Hourly         ,$3.88 
4162,26/6/22 12:16,Exit      ,C13472306541,1.11E+15,,Hourly         ,$2.96 
4163,26/6/22 12:18,Exit      ,C13472029358,1.11E+15,,Hourly         ,$3.84 
4164,26/6/22 12:19,Entry     ,C13061237224,0,,Hourly         ,$0.00 
4165,26/6/22 12:20,Exit      ,C13475497642,1.11E+15,,Hourly         ,$3.88 
4166,26/6/22 12:21,Exit      ,C13472194712,1.11E+15,,Hourly         ,$3.72 
4167,26/6/22 12:23,Exit      ,C13566292957,1.11E+15,,Hourly         ,$3.96 
4168,26/6/22 12:27,Exit      ,C13475301176,1.11E+15,,Hourly         ,$3.20 
4169,26/6/22 12:31,Exit      ,C13474120668,1.11E+15,,Hourly         ,$4.76 
4170,26/6/22 12:34,Exit      ,C13396316095,1.11E+15,,Hourly         ,$4.68 
4171,26/6/22 12:35,Exit      ,C13375444745,1.11E+15,,Hourly         ,$5.76 
4172,26/6/22 12:36,Exit      ,C13471485170,1.11E+15,,Hourly         ,$1.52 
4173,26/6/22 12:36,Exit      ,C13474835357,1.11E+15,,Hourly         ,$4.68 
4174,26/6/22 12:37,Exit      ,C13566136117,1.11E+15,,Hourly         ,$4.12 
4175,26/6/22 12:38,Exit      ,C13472899071,1.00E+15,,Hourly         ,$4.52 
4176,26/6/22 12:39,Exit      ,C13471195990,1.11E+15,,Hourly         ,$4.60 
4177,26/6/22 12:41,Exit      ,C13373171934,1.11E+15,,Hourly         ,$8.60 
4178,26/6/22 12:46,Exit      ,C13566237056,1.00E+15,,Hourly         ,$8.16 
4179,26/6/22 12:52,Exit      ,C13473720937,1.11E+15,,Hourly         ,$8.44 
4180,26/6/22 12:55,Exit      ,C13475118612,1.11E+15,,Hourly         ,$5.16 
4181,26/6/22 12:56,Exit      ,C13471724785,0,,Season         ,$0.00 
4182,26/6/22 13:02,Entry     ,C13472832537,0,,Hourly         ,$0.00 
4183,26/6/22 13:02,Entry     ,C13473075499,0,,Hourly         ,$0.00 
4184,26/6/22 13:11,Exit      ,C13566448998,1.11E+15,,Hourly         ,$10.00 
4185,26/6/22 13:12,Exit      ,C13565690012,1.11E+15,,Hourly         ,$9.96 
4186,26/6/22 13:12,Exit      ,C13472935571,1.11E+15,,Hourly         ,$7.84 
4187,26/6/22 13:13,Exit      ,C13473096462,1.11E+15,,Hourly         ,$9.60 
4188,26/6/22 13:16,Exit      ,C13061237224,1.11E+15,,Hourly         ,$1.50 
4189,26/6/22 13:17,Exit      ,C13471954374,1.11E+15,,Hourly         ,$8.00 
4190,26/6/22 13:25,Exit      ,C13471290545,1.11E+15,,Hourly         ,$3.72 
4191,26/6/22 13:26,Exit      ,C13466844306,1.11E+15,,Hourly         ,$3.64 
4192,26/6/22 13:41,Entry     ,C13474566507,0,,Hourly         ,$0.00 
4193,26/6/22 13:44,Exit      ,C13473835316,1.11E+15,,Hourly         ,$9.36 
4194,26/6/22 13:53,Exit      ,C111712345678789,1.11E+15,,Hourly         ,$0.00 
4195,26/6/22 13:54,Exit      ,C13472832537,1.11E+15,,Hourly         ,$2.12 
4196,26/6/22 13:55,Entry     ,C13471698045,0,,Hourly         ,$0.00 
4197,26/6/22 14:02,Exit      ,C13474616055,1.11E+15,,Hourly         ,$10.76 
4198,26/6/22 14:07,Exit      ,C13474993616,1.11E+15,,Hourly         ,$7.40 
4199,26/6/22 14:16,Exit      ,C13475323443,1.11E+15,,Hourly         ,$11.36 
4200,26/6/22 14:18,Exit      ,C13473075499,1.11E+15,,Hourly         ,$3.04 
4201,26/6/22 14:21,Entry     ,C13566325463,0,,Hourly         ,$0.00 
4202,26/6/22 14:23,Entry     ,C13471942444,0,,Hourly         ,$0.00 
4203,26/6/22 14:38,Entry     ,C13474933779,0,,Hourly         ,$0.00 
4204,26/6/22 14:40,Entry     ,C13060599276,0,,Hourly         ,$0.00 
4205,26/6/22 14:40,Exit      ,C13060599276,0,,Hourly         ,$0.00 
4206,26/6/22 15:18,Exit      ,C13475437161,1.11E+15,,Hourly         ,$11.52 
4207,26/6/22 15:20,Exit      ,C13473733823,1.11E+15,,Hourly         ,$11.16 
4208,26/6/22 15:23,Exit      ,C13474800869,1.11E+15,,Hourly         ,$14.16 
4209,26/6/22 15:34,Exit      ,C13565803896,1.11E+15,,Hourly         ,$12.80 
4210,26/6/22 15:34,Entry     ,C13471957146,0,,Hourly         ,$0.00 
4211,26/6/22 15:38,Exit      ,C13474641143,1.11E+15,,Hourly         ,$16.60 
4212,26/6/22 15:52,Entry     ,C13474045460,0,,Hourly         ,$0.00 
4213,26/6/22 15:55,Entry     ,C13469761836,0,,Hourly         ,$0.00 
4214,26/6/22 16:06,Exit      ,C13474045460,1.00E+15,,Hourly         ,$0.60 
4215,26/6/22 16:24,Entry     ,C13473134123,0,,Season         ,$0.00 
4216,26/6/22 16:31,Exit      ,C13473134123,0,,Season         ,$0.00 
4217,26/6/22 16:56,Exit      ,C13566325463,1.11E+15,,Hourly         ,$6.20 
4218,26/6/22 17:09,Exit      ,C13474716664,1.11E+15,,Hourly         ,$16.16 
4219,26/6/22 17:13,Exit      ,C13471957146,1.11E+15,,Hourly         ,$3.96 
4220,26/6/22 17:14,Exit      ,C13474933779,1.11E+15,,Hourly         ,$6.24 
4221,26/6/22 17:18,Entry     ,C13470891442,0,,Hourly         ,$0.00 
4222,26/6/22 17:29,Exit      ,C13469761836,1.11E+15,,Hourly         ,$3.76 
4223,26/6/22 17:54,Entry     ,C13474527301,0,,Hourly         ,$0.00 
4224,26/6/22 17:54,Exit      ,C13474527301,0,,Hourly         ,$0.00 
4225,26/6/22 17:57,Entry     ,C13473721697,0,,Hourly         ,$0.00 
4226,26/6/22 18:04,Entry     ,C13469000344,0,,Hourly         ,$0.00 
4227,26/6/22 18:34,Entry     ,C13388954679,0,,Hourly         ,$0.00 
4228,26/6/22 19:32,Entry     ,C13468465985,0,,Hourly         ,$0.00 
4229,26/6/22 19:37,Exit      ,C13470891442,1.11E+15,,Hourly         ,$4.68 
4230,26/6/22 19:55,Entry     ,C13566269965,0,,Hourly         ,$0.00 
4231,26/6/22 20:04,Exit      ,C13471288326,1.11E+15,,Hourly         ,$11.00 
4232,26/6/22 20:13,Entry     ,C13565941730,0,,Hourly         ,$0.00 
4233,26/6/22 20:21,Exit      ,C13469000344,1.11E+15,,Hourly         ,$3.00 
4234,26/6/22 20:21,Exit      ,C13471698045,1.11E+15,,Hourly         ,$12.80 
4235,26/6/22 20:25,Entry     ,C13566126809,0,,Hourly         ,$0.00 
4236,26/6/22 20:48,Exit      ,C13473721697,1.11E+15,,Hourly         ,$3.12 
4237,26/6/22 22:14,Entry     ,C13474684778,0,,Hourly         ,$0.00 
4238,26/6/22 22:36,Exit      ,C13566269965,1.11E+15,,Hourly         ,$3.00 
4239,26/6/22 22:48,Exit      ,C13468465985,1.11E+15,,Hourly         ,$3.00 
4240,26/6/22 23:25,Exit      ,C13474684778,1.01E+15,,Hourly         ,$3.00 
4241,26/6/22 23:49,Exit      ,C13566126809,1.11E+15,,Hourly         ,$3.00 
4242,26/6/22 23:49,Exit      ,C13565941730,1.11E+15,,Hourly         ,$3.00 
4243,27/6/22 06:24,Entry     ,C13471724785,0,,Season         ,$0.00 
4244,27/6/22 06:26,Entry     ,C13566613957,0,,Season         ,$0.00 
4245,27/6/22 07:31,Entry     ,C13472062771,0,,Season         ,$0.00 
4246,27/6/22 07:32,Entry     ,C13471757166,0,,Season         ,$0.00 
4247,27/6/22 07:34,Entry     ,C13471891516,0,,Season         ,$0.00 
4248,27/6/22 07:39,Entry     ,C13474987914,0,,Season         ,$0.00 
4249,27/6/22 07:41,Entry     ,C13470177926,0,,Hourly         ,$0.00 
4250,27/6/22 07:45,Entry     ,C13566352539,0,,Season         ,$0.00 
4251,27/6/22 07:47,Entry     ,C13475529561,0,,Season         ,$0.00 
4252,27/6/22 07:53,Exit      ,C13566352539,0,,Season         ,$0.00 
4253,27/6/22 07:58,Entry     ,C13474146159,0,,Hourly         ,$0.00 
4254,27/6/22 08:00,Entry     ,C13475514638,0,,Season         ,$0.00 
4255,27/6/22 08:00,Entry     ,C13374701517,0,,               ,$0.00 
4256,27/6/22 08:01,Entry     ,C13472814929,0,,Season         ,$0.00 
4257,27/6/22 08:04,Entry     ,C13565788362,0,,Season         ,$0.00 
4258,27/6/22 08:08,Entry     ,C13472141862,0,,Hourly         ,$0.00 
4259,27/6/22 08:09,Entry     ,C13374832221,0,,Hourly         ,$0.00 
4260,27/6/22 08:10,Entry     ,C13475660308,0,,               ,$0.00 
4261,27/6/22 08:15,Entry     ,C13474667840,0,,Season         ,$0.00 
4262,27/6/22 08:15,Entry     ,C13566293767,0,,Season         ,$0.00 
4263,27/6/22 08:17,Entry     ,C13060101272,0,,Season         ,$0.00 
4264,27/6/22 08:19,Entry     ,C13566348834,0,,               ,$0.00 
4265,27/6/22 08:20,Entry     ,C13472983023,0,,Season         ,$0.00 
4266,27/6/22 08:27,Entry     ,C13472444959,0,,Season         ,$0.00 
4267,27/6/22 08:29,Entry     ,C13472436397,0,,Hourly         ,$0.00 
4268,27/6/22 08:30,Entry     ,C13475012731,0,,Season         ,$0.00 
4269,27/6/22 08:33,Entry     ,C13474678641,0,,Hourly         ,$0.00 
4270,27/6/22 08:34,Entry     ,C13473210056,0,,Season         ,$0.00 
4271,27/6/22 08:37,Entry     ,C13471671086,0,,Hourly         ,$0.00 
4272,27/6/22 08:38,Entry     ,C13565808591,0,,Season         ,$0.00 
4273,27/6/22 08:39,Entry     ,C13566352539,0,,Season         ,$0.00 
4274,27/6/22 08:39,Entry     ,C13475026805,0,,Season         ,$0.00 
4275,27/6/22 08:40,Entry     ,C13566474525,0,,Season         ,$0.00 
4276,27/6/22 08:43,Entry     ,C13474017112,0,,Season         ,$0.00 
4277,27/6/22 08:45,Entry     ,C13566530418,0,,Season         ,$0.00 
4278,27/6/22 08:46,Entry     ,C13473875148,0,,Season         ,$0.00 
4279,27/6/22 08:49,Entry     ,C13471773724,0,,               ,$0.00 
4280,27/6/22 08:50,Entry     ,C13475543687,0,,Hourly         ,$0.00 
4281,27/6/22 08:50,Entry     ,C13474693365,0,,Season         ,$0.00 
4282,27/6/22 08:53,Entry     ,C13472235641,0,,Hourly         ,$0.00 
4283,27/6/22 08:59,Entry     ,C13470041973,0,,Season         ,$0.00 
4284,27/6/22 08:59,Entry     ,C13474667957,0,,Hourly         ,$0.00 
4285,27/6/22 09:02,Entry     ,C13474648173,0,,Season         ,$0.00 
4286,27/6/22 09:03,Entry     ,C13472504781,0,,Hourly         ,$0.00 
4287,27/6/22 09:06,Entry     ,C13566091244,0,,Season         ,$0.00 
4288,27/6/22 09:07,Entry     ,C13060886566,0,,Hourly         ,$0.00 
4289,27/6/22 09:10,Entry     ,C13473183368,0,,Season         ,$0.00 
4290,27/6/22 09:13,Entry     ,C13473880953,0,,Season         ,$0.00 
4291,27/6/22 09:24,Entry     ,C13388543152,0,,Hourly         ,$0.00 
4292,27/6/22 09:38,Exit      ,C13388543152,1.11E+15,,Hourly         ,$0.56 
4293,27/6/22 09:39,Entry     ,C13565700094,0,,Season         ,$0.00 
4294,27/6/22 09:42,Entry     ,C13473500827,0,,Season         ,$0.00 
4295,27/6/22 09:43,Entry     ,C13470823380,0,,Season         ,$0.00 
4296,27/6/22 09:43,Entry     ,C13473980909,0,,Hourly         ,$0.00 
4297,27/6/22 09:44,Entry     ,C13566060233,0,,Hourly         ,$0.00 
4298,27/6/22 09:45,Entry     ,C13474839968,0,,Season         ,$0.00 
4299,27/6/22 09:47,Exit      ,C13470650172,0,,Season         ,$0.00 
4300,27/6/22 09:50,Entry     ,C13472597213,0,,Hourly         ,$0.00 
4301,27/6/22 09:58,Exit      ,C13566060233,1.11E+15,,Hourly         ,$0.56 
4302,27/6/22 09:58,Exit      ,C13473980909,1.01E+15,,Hourly         ,$0.64 
4303,27/6/22 10:02,Exit      ,C13474146159,1.11E+15,,Hourly         ,$4.96 
4304,27/6/22 10:40,Exit      ,C13472597213,1.11E+15,,Hourly         ,$2.00 
4305,27/6/22 10:41,Entry     ,C13472715238,0,,Hourly         ,$0.00 
4306,27/6/22 10:50,Exit      ,C13472715238,0,,Hourly         ,$0.00 
4307,27/6/22 10:50,Entry     ,C13475611210,0,,Hourly         ,$0.00 
4308,27/6/22 10:54,Entry     ,C13474752337,0,,Season         ,$0.00 
4309,27/6/22 11:05,Exit      ,C13566091244,0,,Season         ,$0.00 
4310,27/6/22 11:49,Entry     ,C13388035042,0,,Hourly         ,$0.00 
4311,27/6/22 11:52,Entry     ,C13388060593,0,,Hourly         ,$0.00 
4312,27/6/22 11:57,Exit      ,C13473880953,0,,Season         ,$0.00 
4313,27/6/22 12:00,Exit      ,C13474678641,1.11E+15,,Hourly         ,$8.93 
4314,27/6/22 12:01,Exit      ,C13388035042,1.11E+15,,Hourly         ,$0.65 
4315,27/6/22 12:02,Exit      ,C13475012731,0,,Season         ,$0.00 
4316,27/6/22 12:02,Entry     ,C13471344302,0,,Hourly         ,$0.00 
4317,27/6/22 12:03,Exit      ,C13471344302,0,,Hourly         ,$0.00 
4318,27/6/22 12:04,Exit      ,C13388060593,1.11E+15,,Hourly         ,$0.65 
4319,27/6/22 12:18,Exit      ,C13475514638,0,,Season         ,$0.00 
4320,27/6/22 12:25,Exit      ,C13472983023,0,,Season         ,$0.00 
4321,27/6/22 12:26,Entry     ,C13475196244,0,,Hourly         ,$0.00 
4322,27/6/22 12:30,Exit      ,C13060101272,0,,Season         ,$0.00 
4323,27/6/22 12:31,Exit      ,C13474667957,1.11E+15,,Hourly         ,$9.44 
4324,27/6/22 12:33,Entry     ,C13473730417,0,,Hourly         ,$0.00 
4325,27/6/22 12:34,Entry     ,C13473532757,0,,Season         ,$0.00 
4326,27/6/22 12:40,Exit      ,C13060886566,1.11E+15,,Hourly         ,$1.50 
4327,27/6/22 12:42,Entry     ,C13475442300,0,,Hourly         ,$0.00 
4328,27/6/22 12:45,Entry     ,C13566383120,0,,Hourly         ,$0.00 
